image_id,image_path,image_filename,split,method,city_name,predicted_class_index,predicted_class_label,predicted_probability,gdino_model_id,sam_model_id,grounding_text_prompt,gdino_box_threshold,gdino_text_threshold,gdino_num_boxes,sam_num_masks,used_full_image_fallback,combined_mask_area,attribution_percentile,threshold_value,attribution_density,attribution_map_height,attribution_map_width,mask_height,mask_width,attribution_mass_inside,attribution_mass_outside,combined_iou,inside_ratio,coverage_ratio,attribution_area,intersection_area,union_area,sam_mask_area,runtime_seconds,status
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000040_pre_disaster_3a70e6dd-16fe-4345-be49-f4afefd24472.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000040_pre_disaster_3a70e6dd-16fe-4345-be49-f4afefd24472.png,Mexico_City_Mexico-mexico-earthquake_00000040_pre_disaster_3a70e6dd-16fe-4345-be49-f4afefd24472.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.999998927116394,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,3,3,False,11900,80.0,0.0375327214598656,0.2,224,224,117,105,0.9808447472239896,0.019155252776010427,0.20454736135581844,0.9922669922669922,0.20487394957983193,2457,2438,11919,11900,0.392,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000042_pre_disaster_290775f0-fbff-45e1-bd85-56ae119dcc79.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000042_pre_disaster_290775f0-fbff-45e1-bd85-56ae119dcc79.png,Mexico_City_Mexico-mexico-earthquake_00000042_pre_disaster_290775f0-fbff-45e1-bd85-56ae119dcc79.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.999289870262146,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,6,6,False,5394,80.0,0.0650889128446579,0.2,224,224,65,83,0.9998867415417328,0.00011325845826719321,0.20003707823507602,1.0,0.20003707823507602,1079,1079,5394,5394,0.397,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000042_pre_disaster_014f1087-8d73-4e34-9ddb-b8d2cff80eed.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000042_pre_disaster_014f1087-8d73-4e34-9ddb-b8d2cff80eed.png,Mexico_City_Mexico-mexico-earthquake_00000042_pre_disaster_014f1087-8d73-4e34-9ddb-b8d2cff80eed.png,holdout,transformer_explainability,Mexico City Mexico,9,AmorphousConcrete,0.5126476883888245,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,1,1,False,3840,80.0,0.05330273881554606,0.2,224,224,60,64,1.0,0.0,0.2,1.0,0.2,768,768,3840,3840,0.419,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000042_pre_disaster_c76ba6df-dcdc-483f-8727-ed000dfb2377.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000042_pre_disaster_c76ba6df-dcdc-483f-8727-ed000dfb2377.png,Mexico_City_Mexico-mexico-earthquake_00000042_pre_disaster_c76ba6df-dcdc-483f-8727-ed000dfb2377.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.999996542930603,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,2,2,False,4514,80.0,0.020330937579274178,0.20004430660168365,224,224,61,74,1.0,0.0,0.20004430660168365,1.0,0.20004430660168365,903,903,4514,4514,0.391,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000052_pre_disaster_a97e090f-6044-4c8b-808c-28d3f287a5e3.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000052_pre_disaster_a97e090f-6044-4c8b-808c-28d3f287a5e3.png,Mexico_City_Mexico-mexico-earthquake_00000052_pre_disaster_a97e090f-6044-4c8b-808c-28d3f287a5e3.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.9999990463256836,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,3,3,False,5320,80.0,0.02549398243427276,0.2,224,224,70,76,1.0,0.0,0.2,1.0,0.2,1064,1064,5320,5320,0.397,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000053_pre_disaster_7423fe0d-6ea1-4098-8f22-81a489b6ef16.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000053_pre_disaster_7423fe0d-6ea1-4098-8f22-81a489b6ef16.png,Mexico_City_Mexico-mexico-earthquake_00000053_pre_disaster_7423fe0d-6ea1-4098-8f22-81a489b6ef16.png,holdout,transformer_explainability,Mexico City Mexico,12,AmorphousFabric,0.5131042003631592,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,3,3,False,130,80.0,0.08297895938158038,0.2,224,224,61,60,0.2022722809100704,0.7977277190899296,0.11802853437094682,0.12431693989071038,0.7,732,91,771,130,0.385,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000057_pre_disaster_7817e99e-1f97-4431-abe6-68a0c2fba17f.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000057_pre_disaster_7817e99e-1f97-4431-abe6-68a0c2fba17f.png,Mexico_City_Mexico-mexico-earthquake_00000057_pre_disaster_7817e99e-1f97-4431-abe6-68a0c2fba17f.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.9999817609786987,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,6,6,False,6960,80.0,0.0693771243095398,0.2,224,224,80,87,1.0,0.0,0.2,1.0,0.2,1392,1392,6960,6960,0.394,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000057_pre_disaster_511443ba-abeb-4d02-bef6-4b47ecc5bb7a.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000057_pre_disaster_511443ba-abeb-4d02-bef6-4b47ecc5bb7a.png,Mexico_City_Mexico-mexico-earthquake_00000057_pre_disaster_511443ba-abeb-4d02-bef6-4b47ecc5bb7a.png,holdout,transformer_explainability,Mexico City Mexico,11,AmorphousMembrane,0.9008734822273254,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,6,6,False,7134,80.0,0.038704677671194086,0.20002803476310624,224,224,82,87,1.0,0.0,0.20002803476310624,1.0,0.20002803476310624,1427,1427,7134,7134,0.383,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000067_pre_disaster_2e3787ae-c1c1-47df-9b73-039ce0ba5db6.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000067_pre_disaster_2e3787ae-c1c1-47df-9b73-039ce0ba5db6.png,Mexico_City_Mexico-mexico-earthquake_00000067_pre_disaster_2e3787ae-c1c1-47df-9b73-039ce0ba5db6.png,holdout,transformer_explainability,Mexico City Mexico,6,MetalSheetMaterials,0.49206194281578064,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,2,2,False,3990,80.0,0.046798325330019,0.2,224,224,57,70,1.0,0.0,0.2,1.0,0.2,798,798,3990,3990,0.391,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000089_pre_disaster_a36deb5d-d138-436c-bd6e-05aedadbd4ca.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000089_pre_disaster_a36deb5d-d138-436c-bd6e-05aedadbd4ca.png,Mexico_City_Mexico-mexico-earthquake_00000089_pre_disaster_a36deb5d-d138-436c-bd6e-05aedadbd4ca.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.999998927116394,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,5,5,False,3974,80.0,0.04226755946874621,0.2,224,224,65,63,0.9875465625295572,0.012453437470442764,0.20548289738430583,0.9975579975579976,0.20558631102164066,819,817,3976,3974,0.392,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000100_pre_disaster_219f3a14-31a6-415b-ba72-c01f0ab49bd0.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000100_pre_disaster_219f3a14-31a6-415b-ba72-c01f0ab49bd0.png,Mexico_City_Mexico-mexico-earthquake_00000100_pre_disaster_219f3a14-31a6-415b-ba72-c01f0ab49bd0.png,holdout,transformer_explainability,Mexico City Mexico,4,ConcreteTiles,0.6034213304519653,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,5,5,False,6840,80.0,0.06358398497104654,0.2,224,224,76,90,1.0,0.0,0.2,1.0,0.2,1368,1368,6840,6840,0.397,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000105_pre_disaster_b6ab55e8-439e-4492-875d-63d252b9a6a9.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000105_pre_disaster_b6ab55e8-439e-4492-875d-63d252b9a6a9.png,Mexico_City_Mexico-mexico-earthquake_00000105_pre_disaster_b6ab55e8-439e-4492-875d-63d252b9a6a9.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.9999934434890747,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,5,5,False,16229,80.0,0.02291218563914299,0.2000492125984252,224,224,128,127,0.9991570801845053,0.0008429198154946358,0.20038203216464354,1.0,0.20038203216464354,3252,3252,16229,16229,0.403,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000105_pre_disaster_98408f79-e6d5-4935-8950-5cbe17b127b5.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000105_pre_disaster_98408f79-e6d5-4935-8950-5cbe17b127b5.png,Mexico_City_Mexico-mexico-earthquake_00000105_pre_disaster_98408f79-e6d5-4935-8950-5cbe17b127b5.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.999998927116394,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,3,3,False,4692,80.0,0.06259973794221879,0.20012787723785166,224,224,69,68,1.0,0.0,0.20012787723785166,1.0,0.20012787723785166,939,939,4692,4692,0.401,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000107_pre_disaster_01610b5b-f77f-4c49-9136-1f2f4ff624d1.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000107_pre_disaster_01610b5b-f77f-4c49-9136-1f2f4ff624d1.png,Mexico_City_Mexico-mexico-earthquake_00000107_pre_disaster_01610b5b-f77f-4c49-9136-1f2f4ff624d1.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.9999897480010986,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,1,1,False,3869,80.0,0.030775276944041252,0.20005169294391315,224,224,73,53,1.0,0.0,0.20005169294391315,1.0,0.20005169294391315,774,774,3869,3869,0.422,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000118_pre_disaster_11b2860b-0cc1-4ec6-a238-5eb681692243.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000118_pre_disaster_11b2860b-0cc1-4ec6-a238-5eb681692243.png,Mexico_City_Mexico-mexico-earthquake_00000118_pre_disaster_11b2860b-0cc1-4ec6-a238-5eb681692243.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.8904739022254944,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,3,3,False,7704,80.0,0.07231817692518237,0.20005189413596264,224,224,82,94,0.999807090425709,0.0001929095742910204,0.20015576323987538,1.0,0.20015576323987538,1542,1542,7704,7704,0.406,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000118_pre_disaster_8d2c8ee3-638c-487d-9eed-219cd4009639.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000118_pre_disaster_8d2c8ee3-638c-487d-9eed-219cd4009639.png,Mexico_City_Mexico-mexico-earthquake_00000118_pre_disaster_8d2c8ee3-638c-487d-9eed-219cd4009639.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.9999674558639526,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,5,5,False,9341,80.0,0.036879489570856114,0.2,224,224,105,89,0.9998610791652399,0.00013892083476012328,0.20008564393533884,1.0,0.20008564393533884,1869,1869,9341,9341,0.392,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000120_pre_disaster_fd50a260-2f16-4856-9982-4b6605dde60b.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000120_pre_disaster_fd50a260-2f16-4856-9982-4b6605dde60b.png,Mexico_City_Mexico-mexico-earthquake_00000120_pre_disaster_fd50a260-2f16-4856-9982-4b6605dde60b.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.9999887943267822,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,8,8,False,6729,80.0,0.017681656032800676,0.20002970002970002,224,224,91,74,0.9997489136808853,0.00025108631911471065,0.20017833259028087,1.0,0.20017833259028087,1347,1347,6729,6729,0.474,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000126_pre_disaster_dcc8f0e4-78a1-4afe-8c64-e07b78d250fb.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000126_pre_disaster_dcc8f0e4-78a1-4afe-8c64-e07b78d250fb.png,Mexico_City_Mexico-mexico-earthquake_00000126_pre_disaster_dcc8f0e4-78a1-4afe-8c64-e07b78d250fb.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.9999709129333496,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,7,7,False,9485,80.0,0.038802101463079455,0.2000280151281692,224,224,121,118,0.6442799920910993,0.3557200079089007,0.2047051932838735,0.7342436974789915,0.22108592514496572,2856,2097,10244,9485,0.396,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000143_pre_disaster_28b5d612-dd8e-413c-9207-84e60367c5f7.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000143_pre_disaster_28b5d612-dd8e-413c-9207-84e60367c5f7.png,Mexico_City_Mexico-mexico-earthquake_00000143_pre_disaster_28b5d612-dd8e-413c-9207-84e60367c5f7.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.9999904632568359,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,3,3,False,5325,80.0,0.02583158500492572,0.2,224,224,75,71,1.0,0.0,0.2,1.0,0.2,1065,1065,5325,5325,0.402,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000146_pre_disaster_95985410-4ec0-4e1e-be46-d4dc1e9d37e4.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000146_pre_disaster_95985410-4ec0-4e1e-be46-d4dc1e9d37e4.png,Mexico_City_Mexico-mexico-earthquake_00000146_pre_disaster_95985410-4ec0-4e1e-be46-d4dc1e9d37e4.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.9999912977218628,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,4,4,False,1057,80.0,0.04155411571264267,0.20011156045181983,224,224,71,101,0.18602160447367447,0.8139783955263256,0.23549826474962815,0.3310104529616725,0.44938505203405865,1435,475,2017,1057,0.423,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000151_pre_disaster_a17f7128-9550-4ec5-bb84-a9e1983e83bd.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000151_pre_disaster_a17f7128-9550-4ec5-bb84-a9e1983e83bd.png,Mexico_City_Mexico-mexico-earthquake_00000151_pre_disaster_a17f7128-9550-4ec5-bb84-a9e1983e83bd.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.9999939203262329,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,3,3,False,7644,80.0,0.02241567820310593,0.20002616431187858,224,224,91,84,1.0,0.0,0.20002616431187858,1.0,0.20002616431187858,1529,1529,7644,7644,0.394,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000151_pre_disaster_4d48fd7a-3ca6-478a-91c2-1d591b2850a8.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000151_pre_disaster_4d48fd7a-3ca6-478a-91c2-1d591b2850a8.png,Mexico_City_Mexico-mexico-earthquake_00000151_pre_disaster_4d48fd7a-3ca6-478a-91c2-1d591b2850a8.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.9999960660934448,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,4,4,False,6768,80.0,0.058582697063684464,0.20020685579196218,224,224,72,94,1.0,0.0,0.20020685579196218,1.0,0.20020685579196218,1355,1355,6768,6768,0.391,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000153_pre_disaster_0535296a-186b-43d9-b3e3-a766f23fdee1.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000153_pre_disaster_0535296a-186b-43d9-b3e3-a766f23fdee1.png,Mexico_City_Mexico-mexico-earthquake_00000153_pre_disaster_0535296a-186b-43d9-b3e3-a766f23fdee1.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.9999290704727173,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,1,1,False,5103,80.0,0.0471242852509022,0.20007838526357044,224,224,81,63,1.0,0.0,0.20007838526357044,1.0,0.20007838526357044,1021,1021,5103,5103,0.401,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000158_pre_disaster_b58978eb-54f5-483f-9f80-995871603d67.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000158_pre_disaster_b58978eb-54f5-483f-9f80-995871603d67.png,Mexico_City_Mexico-mexico-earthquake_00000158_pre_disaster_b58978eb-54f5-483f-9f80-995871603d67.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.9999984502792358,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,0,1,True,4690,80.0,0.0747039407491684,0.2,224,224,67,70,1.0,0.0,0.2,1.0,0.2,938,938,4690,4690,0.397,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000160_pre_disaster_7a8501b0-f020-4f53-80fa-257a2144563e.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000160_pre_disaster_7a8501b0-f020-4f53-80fa-257a2144563e.png,Mexico_City_Mexico-mexico-earthquake_00000160_pre_disaster_7a8501b0-f020-4f53-80fa-257a2144563e.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.9999973773956299,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,1,1,False,231,80.0,0.03898051604628563,0.20010252904989748,224,224,77,76,0.048510871384970275,0.9514891286150298,0.10133542812254517,0.11016225448334757,0.5584415584415584,1171,129,1273,231,0.394,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000171_pre_disaster_62ccada5-a348-4e13-84ef-f4d7ae057980.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000171_pre_disaster_62ccada5-a348-4e13-84ef-f4d7ae057980.png,Mexico_City_Mexico-mexico-earthquake_00000171_pre_disaster_62ccada5-a348-4e13-84ef-f4d7ae057980.png,holdout,transformer_explainability,Mexico City Mexico,9,AmorphousConcrete,0.9557616114616394,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,6,6,False,4485,80.0,0.19946919679641725,0.2,224,224,69,65,1.0,0.0,0.2,1.0,0.2,897,897,4485,4485,0.402,success
ClayTiles__Mexico_City_Mexico-mexico-earthquake_00000173_pre_disaster_559434aa-7476-4d88-8c15-2a0a36a548c3.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ClayTiles/Mexico_City_Mexico-mexico-earthquake_00000173_pre_disaster_559434aa-7476-4d88-8c15-2a0a36a548c3.png,Mexico_City_Mexico-mexico-earthquake_00000173_pre_disaster_559434aa-7476-4d88-8c15-2a0a36a548c3.png,holdout,transformer_explainability,Mexico City Mexico,2,ClayTiles,0.9999829530715942,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,10,10,False,11794,80.0,0.05994735658168793,0.20022834308548595,224,224,143,98,0.6612343498877844,0.33876565011221554,0.15533750098915883,0.6995723449750535,0.16644056299813464,2806,1963,12637,11794,0.423,success
ConcreteTiles__Bucharest_Romania_heightNA_numstoriesNA_roofshapeNA_fpArea3039_imsat_44.4408404526.08483712_1.jpg,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ConcreteTiles/Bucharest_Romania_heightNA_numstoriesNA_roofshapeNA_fpArea3039_imsat_44.4408404526.08483712_1.jpg,Bucharest_Romania_heightNA_numstoriesNA_roofshapeNA_fpArea3039_imsat_44.4408404526.08483712_1.jpg,holdout,transformer_explainability,Bucharest Romania,2,ClayTiles,0.9645780324935913,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,13,13,False,204906,80.0,0.07611373513937,0.2000011697000889,224,224,536,638,0.438644629216785,0.5613553707832151,0.11179815961402338,0.40181887300055563,0.13412003552848623,68394,27482,245818,204906,0.443,success
ConcreteTiles__Vilnius_Lithuania_heightNA_numstoriesNA_roofshapeNA_fpArea677_imsat_54.6756415925.39736817.jpg,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ConcreteTiles/Vilnius_Lithuania_heightNA_numstoriesNA_roofshapeNA_fpArea677_imsat_54.6756415925.39736817.jpg,Vilnius_Lithuania_heightNA_numstoriesNA_roofshapeNA_fpArea677_imsat_54.6756415925.39736817.jpg,holdout,transformer_explainability,Vilnius Lithuania,6,MetalSheetMaterials,0.9865429401397705,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,2,2,False,259578,80.0,0.05902370437979698,0.20000254861482783,224,224,492,638,0.8290688329038085,0.17093116709619152,0.189460245302791,0.8178719337368588,0.1978056692015502,62780,51346,271012,259578,0.365,success
ConcreteTiles__Sedona_AZ_heightNA_numstoriesNA_roofshapeNA_fpArea2419_imsat_34.86155629-111.80388457.jpg,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ConcreteTiles/Sedona_AZ_heightNA_numstoriesNA_roofshapeNA_fpArea2419_imsat_34.86155629-111.80388457.jpg,Sedona_AZ_heightNA_numstoriesNA_roofshapeNA_fpArea2419_imsat_34.86155629-111.80388457.jpg,holdout,transformer_explainability,Sedona Az Heightna Numstoriesna Roofshapena Fparea2419 Imsat 34.86155629,10,AmorphousAsphalt,0.7675130367279053,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,2,2,False,182498,80.0,0.09111204445362091,0.2000025145424371,224,224,638,374,0.7223068328798673,0.2776931671201327,0.18390509053322293,0.7493661337300672,0.19595831187191093,47723,35762,194459,182498,0.404,success
ConcreteTiles__Vilnius_Lithuania_heightNA_numstoriesNA_roofshapeNA_fpArea1246_imsat_54.756303625.2685726.jpg,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ConcreteTiles/Vilnius_Lithuania_heightNA_numstoriesNA_roofshapeNA_fpArea1246_imsat_54.756303625.2685726.jpg,Vilnius_Lithuania_heightNA_numstoriesNA_roofshapeNA_fpArea1246_imsat_54.756303625.2685726.jpg,holdout,transformer_explainability,Vilnius Lithuania,6,MetalSheetMaterials,0.9978834986686707,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,6,6,False,399480,80.0,0.07443118244409565,0.20000049134737277,224,224,638,638,0.9912622077564192,0.008737792243580875,0.20101547944315962,0.9886744708815979,0.2014794232502253,81409,80487,400402,399480,0.365,success
MetalSheetMaterials__Tallinn_Estonia_height9.8_numstories1_roofshapeNA_fpArea524_imsat_59.416230824.7412088.jpg,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/MetalSheetMaterials/Tallinn_Estonia_height9.8_numstories1_roofshapeNA_fpArea524_imsat_59.416230824.7412088.jpg,Tallinn_Estonia_height9.8_numstories1_roofshapeNA_fpArea524_imsat_59.416230824.7412088.jpg,holdout,transformer_explainability,Tallinn Estonia,6,MetalSheetMaterials,0.9293058514595032,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,1,1,False,302278,80.0,0.05485560074448586,0.2,224,224,565,638,0.7776876929541235,0.2223123070458764,0.18817323744295136,0.8223985352456515,0.19614394696272966,72094,59290,315082,302278,1.364,success
ConcreteTiles__Los_Angeles_California_height16.1_numstoriesNA_roofshapeNA_fpArea1276_imsat_33.96320778-118.26972669.jpg,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/ConcreteTiles/Los_Angeles_California_height16.1_numstoriesNA_roofshapeNA_fpArea1276_imsat_33.96320778-118.26972669.jpg,Los_Angeles_California_height16.1_numstoriesNA_roofshapeNA_fpArea1276_imsat_33.96320778-118.26972669.jpg,holdout,transformer_explainability,Los Angeles California Height16.1 Numstoriesna Roofshapena Fparea1276 Imsat 33.96320778,10,AmorphousAsphalt,0.4180647134780884,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,3,3,False,248497,80.0,0.06753253936767578,0.20001380262249827,224,224,483,600,0.7302489616933522,0.26975103830664776,0.17511206205688037,0.7878683320681803,0.18377686652152742,57964,45668,260793,248497,0.361,success
